Date,Facility,Total Operations
01/08/2019,RNT,86
01/08/2019,ROA,114
01/08/2019,ROC,143
01/08/2019,ROG,40
01/08/2019,ROW,126
01/08/2019,RST,60
01/08/2019,RSW,295
01/08/2019,RVS,727
01/08/2019,RYN,373
01/08/2019,RYY,158
01/08/2019,SAC,83
01/08/2019,SAF,160
01/08/2019,SAN,588
01/08/2019,SAT,469
01/08/2019,SAV,228
01/08/2019,SAW,32
01/08/2019,SBA,271
01/08/2019,SBN,65
01/08/2019,SBP,209
01/08/2019,SBY,131
01/08/2019,SCK,110
01/08/2019,SDF,595
01/08/2019,SDL,580
01/08/2019,SDM,261
01/08/2019,SEA,1131
01/08/2019,SEE,701
01/08/2019,SFB,1032
01/08/2019,SFF,87
01/08/2019,SFO,1068
01/08/2019,SGF,237
01/08/2019,SGJ,523
01/08/2019,SGR,282
01/08/2019,SHV,115
01/08/2019,SIG,318
01/08/2019,SJC,652
01/08/2019,SJT,423
01/08/2019,SJU,464
01/08/2019,SLC,1057
01/08/2019,SLE,115
01/08/2019,SLN,137
01/08/2019,SMF,357
01/08/2019,SMO,241
01/08/2019,SMX,78
01/08/2019,SNA,880
01/08/2019,SNS,199
01/08/2019,SPG,274
01/08/2019,SPI,35
01/08/2019,SQL,113
01/08/2019,SRQ,399
01/08/2019,SSF,323
01/08/2019,STC,26
01/08/2019,STJ,67
01/08/2019,STL,530
01/08/2019,STP,73
01/08/2019,STS,53
01/08/2019,STT,185
01/08/2019,STX,109
01/08/2019,SUA,550
01/08/2019,SUN,80
01/08/2019,SUS,184
01/08/2019,SUX,33
01/08/2019,SWF,45
01/08/2019,SWO,271
01/08/2019,SYR,288
01/08/2019,TCL,170
01/08/2019,TEB,351
01/08/2019,TIW,268
01/08/2019,TIX,200
01/08/2019,TKI,482
01/08/2019,TLH,336
01/08/2019,TMB,486
01/08/2019,TOA,241
01/08/2019,TOL,56
01/08/2019,TOP,60
01/08/2019,TPA,584
01/08/2019,TRI,109
01/08/2019,TTD,9
01/08/2019,TTN,43
01/08/2019,TUL,327
01/08/2019,TUP,175
01/08/2019,TUS,416
01/08/2019,TVC,113
01/08/2019,TWF,52
01/08/2019,TXK,71
01/08/2019,TYR,155
01/08/2019,TYS,300
01/08/2019,TZR,1
01/08/2019,UAO,86
01/08/2019,UES,34
01/08/2019,UGN,17
01/08/2019,UNV,50
01/08/2019,VCT,189
01/08/2019,VCV,17
01/08/2019,VGT,511
01/08/2019,VNY,661
01/08/2019,VQQ,499
01/08/2019,VRB,919
01/08/2019,WDG,122
01/08/2019,WHP,300
01/08/2019,WJF,103
01/08/2019,XNA,245
01/08/2019,YIP,85
01/08/2019,YKM,13
01/08/2019,YNG,12
01/09/2019,ABE,97
01/09/2019,ABI,121
01/09/2019,ABQ,438
01/09/2019,ABY,62
01/09/2019,ACK,94
01/09/2019,ACT,119
01/09/2019,ACY,140
01/09/2019,ADM,80
01/09/2019,ADQ,105
01/09/2019,ADS,417
01/09/2019,ADW,120
01/09/2019,AEG,92
01/09/2019,AEX,88
01/09/2019,AFW,529
01/09/2019,AGC,46
01/09/2019,AGS,95
01/09/2019,AHN,104
01/09/2019,AKN,32
01/09/2019,ALB,148
01/09/2019,ALN,45
01/09/2019,ALO,88
01/09/2019,ALW,15
01/09/2019,AMA,132
01/09/2019,ANC,540
01/09/2019,ANE,249
01/09/2019,APA,1338
01/09/2019,APC,78
01/09/2019,APF,483
01/09/2019,ARA,295
01/09/2019,ARB,29
01/09/2019,ARR,99
01/09/2019,ASE,131
01/09/2019,ASG,113
01/09/2019,ASH,7
01/09/2019,ATL,2461
01/09/2019,ATW,98
01/09/2019,AUS,565
01/09/2019,AVL,67
01/09/2019,AVP,54
01/09/2019,AZO,30
01/09/2019,BAF,42
01/09/2019,BAK,71
01/09/2019,BAZ,179
01/09/2019,BBG,14
01/09/2019,BCT,250
01/09/2019,BDL,266
01/09/2019,BDR,25
01/09/2019,BED,171
01/09/2019,BET,132
01/09/2019,BFI,408
01/09/2019,BFL,208
01/09/2019,BFM,313
01/09/2019,BGM,9
01/09/2019,BGR,71
01/09/2019,BHM,326
01/09/2019,BIL,337
01/09/2019,BIS,145
01/09/2019,BJC,712
01/09/2019,BKL,26
01/09/2019,BKV,266
01/09/2019,BLI,132
01/09/2019,BMI,40
01/09/2019,BNA,622
01/09/2019,BOI,446
01/09/2019,BOS,1094
01/09/2019,BPT,64
01/09/2019,BQN,158
01/09/2019,BRO,57
01/09/2019,BTL,10
01/09/2019,BTR,216
01/09/2019,BTV,75
01/09/2019,BUF,200
01/09/2019,BUR,348
01/09/2019,BVY,65
01/09/2019,BWI,665
01/09/2019,BZN,259
01/09/2019,CAE,174
01/09/2019,CAK,94
01/09/2019,CCR,143
01/09/2019,CDW,42
01/09/2019,CGF,15
01/09/2019,CHA,205
01/09/2019,CHD,967
01/09/2019,CHO,289
01/09/2019,CHS,365
01/09/2019,CIC,36
01/09/2019,CID,134
01/09/2019,CKB,19
01/09/2019,CLE,339
01/09/2019,CLL,265
01/09/2019,CLT,1611
01/09/2019,CMA,600
01/09/2019,CMH,337
01/09/2019,CMI,47
01/09/2019,CNO,592
01/09/2019,CNW,514
01/09/2019,COS,349
01/09/2019,COU,69
01/09/2019,CPR,72
01/09/2019,CPS,153
01/09/2019,CRE,14
01/09/2019,CRG,663
01/09/2019,CRP,343
01/09/2019,CRQ,369
01/09/2019,CRW,60
01/09/2019,CSG,69
01/09/2019,CVG,451
01/09/2019,CWA,24
01/09/2019,CWF,70
01/09/2019,CXO,321
01/09/2019,CXY,30
01/09/2019,CYS,134
01/09/2019,DAB,1229
01/09/2019,DAL,687
01/09/2019,DAY,132
01/09/2019,DBQ,347
01/09/2019,DCA,895
01/09/2019,DEN,1604
01/09/2019,DET,86
01/09/2019,DFW,1844
01/09/2019,DHN,367
01/09/2019,DLH,243
01/09/2019,DPA,348
01/09/2019,DSM,205
01/09/2019,DTN,151
01/09/2019,DTO,526
01/09/2019,DTS,83
01/09/2019,DTW,1095
01/09/2019,DVT,1675
01/09/2019,DWH,309
01/09/2019,DXR,18
01/09/2019,EAU,77
01/09/2019,ECP,146
01/09/2019,EGE,149
01/09/2019,ELM,37
01/09/2019,ELP,261
01/09/2019,EMT,233
01/09/2019,ENA,86
01/09/2019,ENW,99
01/09/2019,ERI,22
01/09/2019,ESN,106
01/09/2019,EUG,73
01/09/2019,EVB,691
01/09/2019,EVV,74
01/09/2019,EWB,9
01/09/2019,EWN,78
01/09/2019,EWR,1226
01/09/2019,FAI,142
01/09/2019,FAR,263
01/09/2019,FAT,220
01/09/2019,FAY,73
01/09/2019,FCM,208
01/09/2019,FDK,26
01/09/2019,FFZ,1029
01/09/2019,FIN,831
01/09/2019,FLG,132
01/09/2019,FLL,924
01/09/2019,FLO,73
01/09/2019,FMN,128
01/09/2019,FMY,279
01/09/2019,FNT,66
01/09/2019,FOE,98
01/09/2019,FOK,71
01/09/2019,FPR,575
01/09/2019,FRG,160
01/09/2019,FSD,248
01/09/2019,FSM,98
01/09/2019,FTG,283
01/09/2019,FTW,594
01/09/2019,FTY,92
01/09/2019,FUL,248
01/09/2019,FWA,79
01/09/2019,FWS,354
01/09/2019,FXE,517
01/09/2019,FYV,95
01/09/2019,GCK,56
01/09/2019,GCN,145
01/09/2019,GEG,168
01/09/2019,GEU,313
01/09/2019,GFK,892
01/09/2019,GGG,223
01/09/2019,GJT,114
01/09/2019,GKY,284
01/09/2019,GLH,54
01/09/2019,GLS,66
01/09/2019,GMU,184
01/09/2019,GNV,245
01/09/2019,GON,48
01/09/2019,GPI,39
01/09/2019,GPM,346
01/09/2019,GPT,220
01/09/2019,GRB,100
01/09/2019,GRI,34
01/09/2019,GRR,184
01/09/2019,GSN,341
01/09/2019,GSO,239
01/09/2019,GSP,121
01/09/2019,GTF,117
01/09/2019,GTR,278
01/09/2019,GTU,407
01/09/2019,GUM,225
01/09/2019,GYH,149
01/09/2019,GYI,289
01/09/2019,GYR,242
01/09/2019,GYY,44
01/09/2019,HEF,103
01/09/2019,HFD,69
01/09/2019,HGR,64
01/09/2019,HHR,251
01/09/2019,HIO,426
01/09/2019,HKS,52
01/09/2019,HKY,27
01/09/2019,HLG,4
01/09/2019,HLN,198
01/09/2019,HND,184
01/09/2019,HNL,859
01/09/2019,HOB,37
01/09/2019,HOU,588
01/09/2019,HPN,250
01/09/2019,HQZ,57
01/09/2019,HRL,97
01/09/2019,HSA,193
01/09/2019,HSV,386
01/09/2019,HTS,17
01/09/2019,HUF,25
01/09/2019,HUM,226
01/09/2019,HUT,92
01/09/2019,HVN,28
01/09/2019,HWD,126
01/09/2019,HWO,992
01/09/2019,HXD,65
01/09/2019,HYA,178
01/09/2019,HYI,183
01/09/2019,IAD,774
01/09/2019,IAG,26
01/09/2019,IAH,1315
01/09/2019,ICT,378
01/09/2019,IDA,72
01/09/2019,IFP,24
01/09/2019,ILG,99
01/09/2019,ILM,145
01/09/2019,IND,508
01/09/2019,INT,39
01/09/2019,IPT,44
01/09/2019,ISM,495
01/09/2019,ISO,108
01/09/2019,ISP,138
01/09/2019,ITH,20
01/09/2019,ITO,141
01/09/2019,IWA,482
01/09/2019,IXD,202
01/09/2019,JAC,62
01/09/2019,JAN,143
01/09/2019,JAX,361
01/09/2019,JEF,129
01/09/2019,JFK,1238
01/09/2019,JLN,110
01/09/2019,JNU,105
01/09/2019,JQF,160
01/09/2019,JRF,316
01/09/2019,JVL,35
01/09/2019,JXN,2
01/09/2019,KOA,483
01/09/2019,LAF,311
01/09/2019,LAL,228
01/09/2019,LAN,71
01/09/2019,LAS,1412
01/09/2019,LAW,88
01/09/2019,LAX,1842
01/09/2019,LBB,278
01/09/2019,LBE,18
01/09/2019,LCH,127
01/09/2019,LEB,0
01/09/2019,LEE,190
01/09/2019,LEX,164
01/09/2019,LFT,137
01/09/2019,LGA,1114
01/09/2019,LGB,994
01/09/2019,LIH,367
01/09/2019,LIT,282
01/09/2019,LMT,75
01/09/2019,LNK,225
01/09/2019,LNS,112
01/09/2019,LOU,90
01/09/2019,LRD,288
01/09/2019,LSE,40
01/09/2019,LUK,147
01/09/2019,LVK,267
01/09/2019,LWB,14
01/09/2019,LWM,12
01/09/2019,LWS,31
01/09/2019,LYH,83
01/09/2019,LZU,236
01/09/2019,MAF,306
01/09/2019,MBS,46
01/09/2019,MCI,349
01/09/2019,MCN,28
01/09/2019,MCO,984
01/09/2019,MDH,99
01/09/2019,MDT,163
01/09/2019,MDW,580
01/09/2019,MEI,192
01/09/2019,MEM,804
01/09/2019,MER,153
01/09/2019,MFD,2
01/09/2019,MFE,171
01/09/2019,MFR,77
01/09/2019,MGM,289
01/09/2019,MGW,33
01/09/2019,MHK,100
01/09/2019,MHR,223
01/09/2019,MHT,131
01/09/2019,MIA,1222
01/09/2019,MIC,89
01/09/2019,MIE,62
01/09/2019,MKC,188
01/09/2019,MKE,328
01/09/2019,MKG,10
01/09/2019,MKK,175
01/09/2019,MKL,63
01/09/2019,MLB,353
01/09/2019,MLI,84
01/09/2019,MLU,124
01/09/2019,MMU,92
01/09/2019,MOB,329
01/09/2019,MOD,113
01/09/2019,MOT,82
01/09/2019,MQY,267
01/09/2019,MRI,393
01/09/2019,MRY,97
01/09/2019,MSN,224
01/09/2019,MSO,118
01/09/2019,MSP,1080
01/09/2019,MSY,375
01/09/2019,MTN,140
01/09/2019,MVY,17
01/09/2019,MWA,25
01/09/2019,MWC,69
01/09/2019,MWH,390
01/09/2019,MYF,711
01/09/2019,MYR,158
01/09/2019,NEW,243
01/09/2019,NQA,78
01/09/2019,OAJ,54
01/09/2019,OAK,680
01/09/2019,OCF,342
01/09/2019,OGD,496
01/09/2019,OGG,438
01/09/2019,OJC,179
01/09/2019,OKC,328
01/09/2019,OLM,115
01/09/2019,OLV,134
01/09/2019,OMA,348
01/09/2019,OMN,0
01/09/2019,ONT,320
01/09/2019,OPF,518
01/09/2019,ORD,2381
01/09/2019,ORF,193
01/09/2019,ORH,34
01/09/2019,ORL,355
01/09/2019,OSH,131
01/09/2019,OSU,24
01/09/2019,OTH,19
01/09/2019,OUN,113
01/09/2019,OWB,37
01/09/2019,OWD,62
01/09/2019,OXC,25
01/09/2019,OXR,192
01/09/2019,PAE,201
01/09/2019,PAH,85
01/09/2019,PAO,262
01/09/2019,PBI,442
01/09/2019,PDK,349
01/09/2019,PDT,12
01/09/2019,PDX,652
01/09/2019,PGD,305
01/09/2019,PHF,181
01/09/2019,PHL,946
01/09/2019,PHX,1241
01/09/2019,PIA,114
01/09/2019,PIE,405
01/09/2019,PIH,77
01/09/2019,PIT,392
01/09/2019,PKB,16
01/09/2019,PMD,166
01/09/2019,PMP,425
01/09/2019,PNE,77
01/09/2019,PNS,496
01/09/2019,POC,220
01/09/2019,POU,13
01/09/2019,PRC,557
01/09/2019,PSC,119
01/09/2019,PSP,208
01/09/2019,PTK,123
01/09/2019,PUB,654
01/09/2019,PVD,122
01/09/2019,PVU,359
01/09/2019,PWA,185
01/09/2019,PWK,113
01/09/2019,PWM,95
01/09/2019,RAL,245
01/09/2019,RAP,120
01/09/2019,RBD,134
01/09/2019,RDD,94
01/09/2019,RDG,39
01/09/2019,RDM,114
01/09/2019,RDU,560
01/09/2019,RFD,144
01/09/2019,RHV,247
01/09/2019,RIC,328
01/09/2019,RME,4
01/09/2019,RNM,403
01/09/2019,RNO,268
01/09/2019,RNT,262
01/09/2019,ROA,73
01/09/2019,ROC,138
01/09/2019,ROG,49
01/09/2019,ROW,167
01/09/2019,RST,71
01/09/2019,RSW,315
01/09/2019,RVS,655
01/09/2019,RYN,311
01/09/2019,RYY,105
01/09/2019,SAC,219
01/09/2019,SAF,127
01/09/2019,SAN,574
01/09/2019,SAT,514
01/09/2019,SAV,198
01/09/2019,SAW,33
01/09/2019,SBA,180
01/09/2019,SBN,68
01/09/2019,SBP,94
01/09/2019,SBY,234
01/09/2019,SCK,210
01/09/2019,SDF,563
01/09/2019,SDL,531
01/09/2019,SDM,309
01/09/2019,SEA,1136
01/09/2019,SEE,594
01/09/2019,SFB,1020
01/09/2019,SFF,24
01/09/2019,SFO,1211
01/09/2019,SGF,264
01/09/2019,SGJ,536
01/09/2019,SGR,289
01/09/2019,SHV,93
01/09/2019,SIG,246
01/09/2019,SJC,547
01/09/2019,SJT,285
01/09/2019,SJU,425
01/09/2019,SLC,1033
01/09/2019,SLE,70
01/09/2019,SLN,135
01/09/2019,SMF,354
01/09/2019,SMO,270
01/09/2019,SMX,64
01/09/2019,SNA,865
01/09/2019,SNS,200
01/09/2019,SPG,322
01/09/2019,SPI,50
01/09/2019,SQL,134
01/09/2019,SRQ,456
01/09/2019,SSF,556
01/09/2019,STC,93
01/09/2019,STJ,73
01/09/2019,STL,530
01/09/2019,STP,149
01/09/2019,STS,122
01/09/2019,STT,163
01/09/2019,STX,122
01/09/2019,SUA,504
01/09/2019,SUN,46
01/09/2019,SUS,311
01/09/2019,SUX,85
01/09/2019,SWF,52
01/09/2019,SWO,411
01/09/2019,SYR,115
01/09/2019,TCL,100
01/09/2019,TEB,409
01/09/2019,TIW,228
01/09/2019,TIX,320
01/09/2019,TKI,553
01/09/2019,TLH,235
01/09/2019,TMB,527
01/09/2019,TOA,298
01/09/2019,TOL,43
01/09/2019,TOP,101
01/09/2019,TPA,621
01/09/2019,TRI,73
01/09/2019,TTD,19
01/09/2019,TTN,151
01/09/2019,TUL,518
01/09/2019,TUP,184
01/09/2019,TUS,445
01/09/2019,TVC,166
01/09/2019,TWF,72
01/09/2019,TXK,155
01/09/2019,TYR,123
01/09/2019,TYS,398
01/09/2019,TZR,3
01/09/2019,UAO,125
01/09/2019,UES,126
01/09/2019,UGN,113
01/09/2019,UNV,58
01/09/2019,VCT,227
01/09/2019,VCV,4
01/09/2019,VGT,468
01/09/2019,VNY,881
01/09/2019,VQQ,502
01/09/2019,VRB,921
01/09/2019,WDG,215
01/09/2019,WHP,289
01/09/2019,WJF,82
01/09/2019,XNA,147
01/09/2019,YIP,53
01/09/2019,YKM,61
01/09/2019,YNG,14
01/10/2019,ABE,116
01/10/2019,ABI,82
01/10/2019,ABQ,420
01/10/2019,ABY,137
01/10/2019,ACK,89
01/10/2019,ACT,126
01/10/2019,ACY,260
01/10/2019,ADM,60
01/10/2019,ADQ,158
01/10/2019,ADS,342
01/10/2019,ADW,101
01/10/2019,AEG,70
01/10/2019,AEX,141
01/10/2019,AFW,450
01/10/2019,AGC,76
01/10/2019,AGS,130
01/10/2019,AHN,113
01/10/2019,AKN,44
01/10/2019,ALB,220
01/10/2019,ALN,155
01/10/2019,ALO,87
01/10/2019,ALW,164
01/10/2019,AMA,212
01/10/2019,ANC,590
01/10/2019,ANE,279
01/10/2019,APA,1157
01/10/2019,APC,57
01/10/2019,APF,435
01/10/2019,ARA,183
01/10/2019,ARB,102
01/10/2019,ARR,317
01/10/2019,ASE,131
01/10/2019,ASG,206
01/10/2019,ASH,58
01/10/2019,ATL,2513
01/10/2019,ATW,84
01/10/2019,AUS,607
01/10/2019,AVL,199
01/10/2019,AVP,60
01/10/2019,AZO,122
01/10/2019,BAF,83
01/10/2019,BAK,294
01/10/2019,BAZ,198
01/10/2019,BBG,6
01/10/2019,BCT,267
01/10/2019,BDL,271
01/10/2019,BDR,36
01/10/2019,BED,250
01/10/2019,BET,397
01/10/2019,BFI,485
01/10/2019,BFL,105
01/10/2019,BFM,359
01/10/2019,BGM,6
01/10/2019,BGR,117
01/10/2019,BHM,387
01/10/2019,BIL,406
01/10/2019,BIS,170
01/10/2019,BJC,708
01/10/2019,BKL,91
01/10/2019,BKV,307
01/10/2019,BLI,156
01/10/2019,BMG,68
01/10/2019,BMI,65
01/10/2019,BNA,660
01/10/2019,BOI,432
01/10/2019,BOS,1118
01/10/2019,BPT,81
01/10/2019,BQN,164
01/10/2019,BRO,79
01/10/2019,BTL,286
01/10/2019,BTR,214
01/10/2019,BTV,97
01/10/2019,BUF,200
01/10/2019,BUR,393
01/10/2019,BVY,101
01/10/2019,BWI,668
01/10/2019,BZN,330
01/10/2019,CAE,189
01/10/2019,CAK,124
01/10/2019,CCR,120
01/10/2019,CDW,33
01/10/2019,CGF,46
01/10/2019,CHA,197
01/10/2019,CHD,1015
01/10/2019,CHO,127
01/10/2019,CHS,491
01/10/2019,CIC,80
01/10/2019,CID,114
01/10/2019,CKB,13
01/10/2019,CLE,356
01/10/2019,CLL,220
01/10/2019,CLT,1623
01/10/2019,CMA,502
01/10/2019,CMH,373
01/10/2019,CMI,152
01/10/2019,CNO,488
01/10/2019,CNW,395
01/10/2019,COS,517
01/10/2019,COU,61
01/10/2019,CPR,104
01/10/2019,CPS,410
01/10/2019,CRE,10
01/10/2019,CRG,614
01/10/2019,CRP,281
01/10/2019,CRQ,102
01/10/2019,CRW,88
01/10/2019,CSG,91
01/10/2019,CVG,480
01/10/2019,CWA,42
01/10/2019,CWF,81
01/10/2019,CXO,403
01/10/2019,CXY,29
01/10/2019,CYS,131
01/10/2019,DAB,729
01/10/2019,DAL,652
01/10/2019,DAY,125
01/10/2019,DBQ,411
01/10/2019,DCA,880
01/10/2019,DEN,1638
01/10/2019,DET,22
01/10/2019,DFW,1950
01/10/2019,DHN,301
01/10/2019,DLH,143
01/10/2019,DPA,401
01/10/2019,DSM,255
01/10/2019,DTN,118
01/10/2019,DTO,545
01/10/2019,DTS,67
01/10/2019,DTW,1099
01/10/2019,DVT,1462
01/10/2019,DWH,504
01/10/2019,DXR,7
01/10/2019,EAU,103
01/10/2019,ECP,117
01/10/2019,EGE,165
01/10/2019,ELM,42
01/10/2019,ELP,204
01/10/2019,EMT,278
01/10/2019,ENA,141
01/10/2019,ENW,191
01/10/2019,ERI,30
01/10/2019,ESN,68
01/10/2019,EUG,331
01/10/2019,EVB,561
01/10/2019,EVV,109
01/10/2019,EWB,46
01/10/2019,EWN,104
01/10/2019,EWR,1225
01/10/2019,EYW,128
01/10/2019,FAI,122
01/10/2019,FAR,297
01/10/2019,FAT,172
01/10/2019,FAY,96
01/10/2019,FCM,271
01/10/2019,FDK,37
01/10/2019,FFZ,1105
01/10/2019,FIN,887
01/10/2019,FLG,193
01/10/2019,FLL,964
01/10/2019,FLO,27
01/10/2019,FMN,230
01/10/2019,FMY,308
01/10/2019,FNT,54
01/10/2019,FOE,86
01/10/2019,FOK,119
01/10/2019,FPR,736
01/10/2019,FRG,109
01/10/2019,FSD,206
01/10/2019,FSM,99
01/10/2019,FTG,295
01/10/2019,FTW,670
01/10/2019,FTY,173
01/10/2019,FUL,221
01/10/2019,FWA,138
01/10/2019,FWS,256
01/10/2019,FXE,564
01/10/2019,FYV,56
01/10/2019,GCK,65
01/10/2019,GCN,96
01/10/2019,GEG,167
01/10/2019,GEU,312
01/10/2019,GFK,914
01/10/2019,GGG,82
01/10/2019,GJT,108
01/10/2019,GKY,224
01/10/2019,GLH,37
01/10/2019,GLS,25
01/10/2019,GMU,150
01/10/2019,GNV,184
01/10/2019,GON,141
01/10/2019,GPI,37
01/10/2019,GPM,300
01/10/2019,GPT,145
01/10/2019,GRB,105
01/10/2019,GRI,54
01/10/2019,GRR,274
01/10/2019,GSN,323
01/10/2019,GSO,232
01/10/2019,GSP,170
01/10/2019,GTF,159
01/10/2019,GTR,305
01/10/2019,GTU,454
01/10/2019,GUM,181
01/10/2019,GYH,146
01/10/2019,GYI,202
01/10/2019,GYR,254
01/10/2019,GYY,51
01/10/2019,HEF,56
01/10/2019,HFD,75
01/10/2019,HGR,44
01/10/2019,HHR,273
01/10/2019,HIO,624
01/10/2019,HKS,78
01/10/2019,HKY,98
01/10/2019,HLG,6
01/10/2019,HLN,135
01/10/2019,HND,248
01/10/2019,HNL,889
01/10/2019,HOB,28
01/10/2019,HOU,622
01/10/2019,HPN,313
01/10/2019,HQZ,43
01/10/2019,HRL,98
01/10/2019,HSA,279
01/10/2019,HSV,343
01/10/2019,HTS,30
01/10/2019,HUF,125
01/10/2019,HUM,217
01/10/2019,HUT,112
01/10/2019,HVN,28
01/10/2019,HWD,340
01/10/2019,HWO,920
01/10/2019,HXD,76
01/10/2019,HYA,181
01/10/2019,HYI,224
01/10/2019,IAD,787
01/10/2019,IAG,20
01/10/2019,IAH,1322
01/10/2019,ICT,448
01/10/2019,IDA,34
01/10/2019,IFP,20
01/10/2019,ILG,57
01/10/2019,ILM,229
01/10/2019,IND,544
01/10/2019,INT,135
01/10/2019,IPT,23
01/10/2019,ISM,446
01/10/2019,ISO,46
01/10/2019,ISP,94
01/10/2019,ITH,15
01/10/2019,ITO,171
01/10/2019,IWA,541
01/10/2019,IXD,137
01/10/2019,JAC,56
01/10/2019,JAN,230
01/10/2019,JAX,299
01/10/2019,JEF,199
01/10/2019,JFK,1263
01/10/2019,JLN,171
01/10/2019,JNU,49
01/10/2019,JQF,335
01/10/2019,JRF,482
01/10/2019,JVL,128
01/10/2019,JXN,124
01/10/2019,KOA,404
01/10/2019,LAF,587
01/10/2019,LAL,443
01/10/2019,LAN,94
01/10/2019,LAS,1620
01/10/2019,LAW,61
01/10/2019,LAX,1943
01/10/2019,LBB,336
01/10/2019,LBE,22
01/10/2019,LCH,145
01/10/2019,LEB,29
01/10/2019,LEE,261
01/10/2019,LEX,180
01/10/2019,LFT,118
01/10/2019,LGA,1057
01/10/2019,LGB,922
01/10/2019,LIH,418
01/10/2019,LIT,267
01/10/2019,LMT,146
01/10/2019,LNK,185
01/10/2019,LNS,111
01/10/2019,LOU,219
01/10/2019,LRD,411
01/10/2019,LSE,61
01/10/2019,LUK,221
01/10/2019,LVK,530
01/10/2019,LWB,12
01/10/2019,LWM,41
01/10/2019,LWS,69
01/10/2019,LYH,285
01/10/2019,LZU,499
01/10/2019,MAF,211
01/10/2019,MBS,66
01/10/2019,MCI,355
01/10/2019,MCN,27
01/10/2019,MCO,1037
01/10/2019,MDH,156
01/10/2019,MDT,137
01/10/2019,MDW,602
01/10/2019,MEI,243
01/10/2019,MEM,809
01/10/2019,MER,1
01/10/2019,MFD,81
01/10/2019,MFE,132
01/10/2019,MFR,129
01/10/2019,MGM,354
01/10/2019,MGW,45
01/10/2019,MHK,77
01/10/2019,MHR,193
01/10/2019,MHT,116
01/10/2019,MIA,1260
01/10/2019,MIC,144
01/10/2019,MIE,106
01/10/2019,MKC,193
01/10/2019,MKE,323
01/10/2019,MKG,73
01/10/2019,MKK,121
01/10/2019,MKL,90
01/10/2019,MLB,455
01/10/2019,MLI,97
01/10/2019,MLU,116
01/10/2019,MMU,88
01/10/2019,MOB,340
01/10/2019,MOD,36
01/10/2019,MOT,104
01/10/2019,MQY,413
01/10/2019,MRI,459
01/10/2019,MRY,183
01/10/2019,MSN,251
01/10/2019,MSO,118
01/10/2019,MSP,1127
01/10/2019,MSY,389
01/10/2019,MTN,110
01/10/2019,MVY,17
01/10/2019,MWA,52
01/10/2019,MWC,100
01/10/2019,MWH,20
01/10/2019,MYF,681
01/10/2019,MYR,260
01/10/2019,NEW,241
01/10/2019,NQA,216
01/10/2019,OAJ,61
01/10/2019,OAK,849
01/10/2019,OCF,383
01/10/2019,OGD,230
01/10/2019,OGG,501
01/10/2019,OJC,223
01/10/2019,OKC,486
01/10/2019,OLM,159
01/10/2019,OLV,312
01/10/2019,OMA,284
01/10/2019,OMN,2
01/10/2019,ONT,287
01/10/2019,OPF,489
01/10/2019,ORD,2475
01/10/2019,ORF,202
01/10/2019,ORH,26
01/10/2019,ORL,348
01/10/2019,OSH,161
01/10/2019,OSU,72
01/10/2019,OTH,27
01/10/2019,OUN,79
01/10/2019,OWB,131
01/10/2019,OWD,98
01/10/2019,OXC,44
01/10/2019,OXR,275
01/10/2019,PAE,142
01/10/2019,PAH,80
01/10/2019,PAO,317
01/10/2019,PBI,499
01/10/2019,PDK,472
01/10/2019,PDT,49
01/10/2019,PDX,649
01/10/2019,PGD,311
01/10/2019,PHF,156
01/10/2019,PHL,1014
01/10/2019,PHX,1285
01/10/2019,PIA,137
01/10/2019,PIE,524
01/10/2019,PIH,16
01/10/2019,PIT,414
01/10/2019,PKB,26
01/10/2019,PMD,180
01/10/2019,PMP,623
01/10/2019,PNE,72
01/10/2019,PNS,515
01/10/2019,POC,264
01/10/2019,POU,28
01/10/2019,PRC,753
01/10/2019,PSC,79
01/10/2019,PSP,219
01/10/2019,PTK,259
01/10/2019,PUB,532
01/10/2019,PVD,157
01/10/2019,PVU,320
01/10/2019,PWA,121
01/10/2019,PWK,160
01/10/2019,PWM,100
01/10/2019,RAL,386
01/10/2019,RAP,148
01/10/2019,RBD,80
01/10/2019,RDD,189
01/10/2019,RDG,55
01/10/2019,RDM,289
01/10/2019,RDU,663
01/10/2019,RFD,187
01/10/2019,RHV,590
01/10/2019,RIC,299
01/10/2019,RME,23
01/10/2019,RNM,405
01/10/2019,RNO,405
01/10/2019,RNT,306
01/10/2019,ROA,93
01/10/2019,ROC,150
01/10/2019,ROG,55
01/10/2019,ROW,84
01/10/2019,RST,147
01/10/2019,RSW,305
01/10/2019,RVS,683
01/10/2019,RYN,332
01/10/2019,RYY,236
01/10/2019,SAC,26
01/10/2019,SAF,146
01/10/2019,SAN,621
01/10/2019,SAT,458
01/10/2019,SAV,273
01/10/2019,SAW,74
01/10/2019,SBA,334
01/10/2019,SBN,74
01/10/2019,SBP,430
01/10/2019,SBY,83
01/10/2019,SCK,60
01/10/2019,SDF,576
01/10/2019,SDL,575
01/10/2019,SDM,344
01/10/2019,SEA,1174
01/10/2019,SEE,643
01/10/2019,SFB,1046
01/10/2019,SFF,165
01/10/2019,SFO,1239
01/10/2019,SGF,232
01/10/2019,SGJ,399
01/10/2019,SGR,281
01/10/2019,SHV,117
01/10/2019,SIG,294
01/10/2019,SJC,646
01/10/2019,SJT,526
01/10/2019,SJU,441
01/10/2019,SLC,924
