Date,Facility,Total Operations
01/09/2020,FSD,204
01/09/2020,FSM,39
01/09/2020,FTG,190
01/09/2020,FTW,315
01/09/2020,FTY,172
01/09/2020,FUL,143
01/09/2020,FWA,114
01/09/2020,FWS,67
01/09/2020,FXE,376
01/09/2020,FYV,15
01/09/2020,GCK,61
01/09/2020,GCN,111
01/09/2020,GEG,230
01/09/2020,GEU,316
01/09/2020,GFK,234
01/09/2020,GGG,61
01/09/2020,GJT,127
01/09/2020,GKY,91
01/09/2020,GLH,105
01/09/2020,GLS,68
01/09/2020,GMU,73
01/09/2020,GNV,239
01/09/2020,GON,178
01/09/2020,GPI,63
01/09/2020,GPM,138
01/09/2020,GPT,118
01/09/2020,GRB,86
01/09/2020,GRI,67
01/09/2020,GRR,188
01/09/2020,GSN,191
01/09/2020,GSO,287
01/09/2020,GSP,174
01/09/2020,GTF,67
01/09/2020,GTR,249
01/09/2020,GTU,169
01/09/2020,GUM,186
01/09/2020,GYH,92
01/09/2020,GYI,19
01/09/2020,GYR,425
01/09/2020,GYY,29
01/09/2020,HEF,255
01/09/2020,HFD,193
01/09/2020,HGR,192
01/09/2020,HHR,261
01/09/2020,HIO,32
01/09/2020,HKS,81
01/09/2020,HKY,122
01/09/2020,HLG,19
01/09/2020,HLN,41
01/09/2020,HND,180
01/09/2020,HNL,722
01/09/2020,HOB,23
01/09/2020,HOU,572
01/09/2020,HPN,455
01/09/2020,HQZ,15
01/09/2020,HRL,119
01/09/2020,HSA,141
01/09/2020,HSV,273
01/09/2020,HTS,35
01/09/2020,HUF,21
01/09/2020,HUM,205
01/09/2020,HUT,62
01/09/2020,HVN,56
01/09/2020,HWD,239
01/09/2020,HWO,430
01/09/2020,HXD,73
01/09/2020,HYA,202
01/09/2020,HYI,113
01/09/2020,IAD,791
01/09/2020,IAG,53
01/09/2020,IAH,1342
01/09/2020,ICT,455
01/09/2020,IDA,36
01/09/2020,IFP,45
01/09/2020,ILG,216
01/09/2020,ILM,257
01/09/2020,IND,587
01/09/2020,INT,138
01/09/2020,IPT,106
01/09/2020,ISM,287
01/09/2020,ISO,129
01/09/2020,ISP,574
01/09/2020,ITH,178
01/09/2020,ITO,101
01/09/2020,IWA,773
01/09/2020,IXD,67
01/09/2020,JAC,69
01/09/2020,JAN,193
01/09/2020,JAX,305
01/09/2020,JEF,29
01/09/2020,JFK,1287
01/09/2020,JLN,16
01/09/2020,JNU,132
01/09/2020,JQF,371
01/09/2020,JRF,186
01/09/2020,JVL,23
01/09/2020,JXN,102
01/09/2020,KOA,449
01/09/2020,LAF,37
01/09/2020,LAL,256
01/09/2020,LAN,99
01/09/2020,LAS,1687
01/09/2020,LAW,113
01/09/2020,LAX,1860
01/09/2020,LBB,225
01/09/2020,LBE,112
01/09/2020,LCH,71
01/09/2020,LEB,151
01/09/2020,LEE,211
01/09/2020,LEX,168
01/09/2020,LFT,122
01/09/2020,LGA,1172
01/09/2020,LGB,828
01/09/2020,LIH,167
01/09/2020,LIT,235
01/09/2020,LMT,96
01/09/2020,LNK,227
01/09/2020,LNS,315
01/09/2020,LOU,198
01/09/2020,LRD,311
01/09/2020,LSE,28
01/09/2020,LUK,205
01/09/2020,LVK,136
01/09/2020,LWB,21
01/09/2020,LWM,173
01/09/2020,LWS,62
01/09/2020,LYH,345
01/09/2020,LZU,460
01/09/2020,MAF,292
01/09/2020,MBS,67
01/09/2020,MCI,330
01/09/2020,MCN,36
01/09/2020,MCO,1060
01/09/2020,MDH,19
01/09/2020,MDT,166
01/09/2020,MDW,573
01/09/2020,MEI,762
01/09/2020,MEM,723
01/09/2020,MER,128
01/09/2020,MFD,33
01/09/2020,MFE,169
01/09/2020,MFR,101
01/09/2020,MGM,254
01/09/2020,MGW,235
01/09/2020,MHK,115
01/09/2020,MHR,271
01/09/2020,MHT,153
01/09/2020,MIA,1257
01/09/2020,MIC,91
01/09/2020,MIE,99
01/09/2020,MKC,185
01/09/2020,MKE,311
01/09/2020,MKG,26
01/09/2020,MKK,102
01/09/2020,MKL,68
01/09/2020,MLB,299
01/09/2020,MLI,63
01/09/2020,MLU,87
01/09/2020,MMU,258
01/09/2020,MOB,367
01/09/2020,MOD,51
01/09/2020,MOT,60
01/09/2020,MQY,302
01/09/2020,MRI,122
01/09/2020,MRY,83
01/09/2020,MSN,176
01/09/2020,MSO,72
01/09/2020,MSP,1128
01/09/2020,MSY,399
01/09/2020,MTN,281
01/09/2020,MVY,72
01/09/2020,MWA,18
01/09/2020,MWC,7
01/09/2020,MWH,598
01/09/2020,MYF,577
01/09/2020,MYR,136
01/09/2020,NEW,249
01/09/2020,NQA,63
01/09/2020,OAJ,90
01/09/2020,OAK,597
01/09/2020,OCF,241
01/09/2020,OGD,237
01/09/2020,OGG,347
01/09/2020,OJC,30
01/09/2020,OKC,333
01/09/2020,OLM,9
01/09/2020,OLV,20
01/09/2020,OMA,264
01/09/2020,OMN,479
01/09/2020,ONT,314
01/09/2020,OPF,315
01/09/2020,ORD,2507
01/09/2020,ORF,219
01/09/2020,ORH,80
01/09/2020,ORL,414
01/09/2020,OSH,14
01/09/2020,OSU,183
01/09/2020,OTH,48
01/09/2020,OUN,42
01/09/2020,OWB,22
01/09/2020,OWD,181
01/09/2020,OXC,121
01/09/2020,OXR,147
01/09/2020,PAE,207
01/09/2020,PAH,55
01/09/2020,PAO,336
01/09/2020,PBI,494
01/09/2020,PDK,520
01/09/2020,PDT,57
01/09/2020,PDX,651
01/09/2020,PGD,115
01/09/2020,PHF,177
01/09/2020,PHL,1045
01/09/2020,PHX,1331
01/09/2020,PIA,81
01/09/2020,PIE,436
01/09/2020,PIH,16
01/09/2020,PIT,450
01/09/2020,PKB,152
01/09/2020,PMD,163
01/09/2020,PMP,348
01/09/2020,PNE,305
01/09/2020,PNS,274
01/09/2020,POC,337
01/09/2020,POU,226
01/09/2020,PRC,699
01/09/2020,PSC,180
01/09/2020,PSP,160
01/09/2020,PTK,245
01/09/2020,PUB,654
01/09/2020,PVD,211
01/09/2020,PVU,173
01/09/2020,PWA,148
01/09/2020,PWK,156
01/09/2020,PWM,171
01/09/2020,RAL,374
01/09/2020,RAP,96
01/09/2020,RBD,46
01/09/2020,RDD,275
01/09/2020,RDG,201
01/09/2020,RDM,304
01/09/2020,RDU,672
01/09/2020,RFD,110
01/09/2020,RHV,235
01/09/2020,RIC,391
01/09/2020,RME,81
01/09/2020,RNM,153
01/09/2020,RNO,260
01/09/2020,RNT,66
01/09/2020,ROA,143
01/09/2020,ROC,249
01/09/2020,ROG,22
01/09/2020,ROW,98
01/09/2020,RST,98
01/09/2020,RSW,334
01/09/2020,RVS,48
01/09/2020,RYN,270
01/09/2020,RYY,217
01/09/2020,SAC,234
01/09/2020,SAF,182
01/09/2020,SAN,621
01/09/2020,SAT,476
01/09/2020,SAV,367
01/09/2020,SAW,22
01/09/2020,SBA,251
01/09/2020,SBN,76
01/09/2020,SBP,148
01/09/2020,SBY,194
01/09/2020,SCK,146
01/09/2020,SDF,591
01/09/2020,SDL,618
01/09/2020,SDM,118
01/09/2020,SEA,1209
01/09/2020,SEE,368
01/09/2020,SFB,1223
01/09/2020,SFF,134
01/09/2020,SFO,1218
01/09/2020,SGF,103
01/09/2020,SGJ,518
01/09/2020,SGR,125
01/09/2020,SHV,72
01/09/2020,SIG,128
01/09/2020,SJC,616
01/09/2020,SJT,337
01/09/2020,SJU,545
01/09/2020,SLC,950
01/09/2020,SLE,114
01/09/2020,SLN,324
01/09/2020,SMF,407
01/09/2020,SMO,220
01/09/2020,SMX,52
01/09/2020,SNA,950
01/09/2020,SNS,68
01/09/2020,SPG,323
01/09/2020,SPI,21
01/09/2020,SQL,76
01/09/2020,SRQ,379
01/09/2020,SSF,369
01/09/2020,STC,76
01/09/2020,STJ,74
01/09/2020,STL,550
01/09/2020,STP,108
01/09/2020,STS,230
01/09/2020,STT,176
01/09/2020,STX,106
01/09/2020,SUA,365
01/09/2020,SUN,62
01/09/2020,SUS,180
01/09/2020,SUX,93
01/09/2020,SWF,191
01/09/2020,SWO,101
01/09/2020,SYR,201
01/09/2020,TCL,85
01/09/2020,TEB,472
01/09/2020,TIW,8
01/09/2020,TIX,231
01/09/2020,TKI,50
01/09/2020,TLH,258
01/09/2020,TMB,301
01/09/2020,TOA,346
01/09/2020,TOL,86
01/09/2020,TOP,23
01/09/2020,TPA,662
01/09/2020,TRI,160
01/09/2020,TTD,212
01/09/2020,TTN,526
01/09/2020,TUL,249
01/09/2020,TUP,258
01/09/2020,TUS,415
01/09/2020,TVC,117
01/09/2020,TWF,68
01/09/2020,TXK,49
01/09/2020,TYR,33
01/09/2020,TYS,441
01/09/2020,TZR,34
01/09/2020,UAO,25
01/09/2020,UES,25
01/09/2020,UGN,26
01/09/2020,UNV,65
01/09/2020,VCT,57
01/09/2020,VCV,81
01/09/2020,VGT,680
01/09/2020,VNY,673
01/09/2020,VQQ,524
01/09/2020,VRB,807
01/09/2020,WDG,159
01/09/2020,WHP,168
01/09/2020,WJF,46
01/09/2020,XNA,131
01/09/2020,YIP,177
01/09/2020,YKM,209
01/09/2020,YNG,47
01/10/2020,ABE,120
01/10/2020,ABI,210
01/10/2020,ABQ,312
01/10/2020,ABY,74
01/10/2020,ACK,106
01/10/2020,ACT,54
01/10/2020,ACY,189
01/10/2020,ADM,7
01/10/2020,ADQ,171
01/10/2020,ADS,75
01/10/2020,ADW,99
01/10/2020,AEG,24
01/10/2020,AEX,37
01/10/2020,AFW,83
01/10/2020,AGC,138
01/10/2020,AGS,102
01/10/2020,AHN,154
01/10/2020,AKN,28
01/10/2020,ALB,170
01/10/2020,ALN,10
01/10/2020,ALO,31
01/10/2020,ALW,64
01/10/2020,AMA,180
01/10/2020,ANC,539
01/10/2020,ANE,139
01/10/2020,APA,837
01/10/2020,APC,236
01/10/2020,APF,314
01/10/2020,ARA,89
01/10/2020,ARB,14
01/10/2020,ARR,7
01/10/2020,ASE,96
01/10/2020,ASG,21
01/10/2020,ASH,153
01/10/2020,ATL,2513
01/10/2020,ATW,105
01/10/2020,AUS,478
01/10/2020,AVL,107
01/10/2020,AVP,309
01/10/2020,AZO,28
01/10/2020,BAF,161
01/10/2020,BAK,8
01/10/2020,BAZ,24
01/10/2020,BBG,0
01/10/2020,BCT,93
01/10/2020,BDL,225
01/10/2020,BDR,179
01/10/2020,BED,218
01/10/2020,BET,124
01/10/2020,BFI,169
01/10/2020,BFL,315
01/10/2020,BFM,35
01/10/2020,BGM,16
01/10/2020,BGR,167
01/10/2020,BHM,227
01/10/2020,BIL,220
01/10/2020,BIS,127
01/10/2020,BJC,685
01/10/2020,BKL,24
01/10/2020,BKV,107
01/10/2020,BLI,29
01/10/2020,BMG,47
01/10/2020,BMI,25
01/10/2020,BNA,585
01/10/2020,BOI,347
01/10/2020,BOS,1118
01/10/2020,BPT,18
01/10/2020,BQN,71
01/10/2020,BRO,30
01/10/2020,BTL,9
01/10/2020,BTR,68
01/10/2020,BTV,82
01/10/2020,BUF,181
01/10/2020,BUR,473
01/10/2020,BVY,132
01/10/2020,BWI,681
01/10/2020,BZN,274
01/10/2020,CAE,146
01/10/2020,CAK,97
01/10/2020,CCR,506
01/10/2020,CDW,313
01/10/2020,CGF,25
01/10/2020,CHA,131
01/10/2020,CHD,577
01/10/2020,CHO,325
01/10/2020,CHS,400
01/10/2020,CIC,130
01/10/2020,CID,91
01/10/2020,CKB,23
01/10/2020,CLE,336
01/10/2020,CLL,34
01/10/2020,CLT,1666
01/10/2020,CMA,518
01/10/2020,CMH,352
01/10/2020,CMI,22
01/10/2020,CNO,858
01/10/2020,CNW,25
01/10/2020,COS,371
01/10/2020,COU,22
01/10/2020,CPR,83
01/10/2020,CPS,25
01/10/2020,CRE,23
01/10/2020,CRG,552
01/10/2020,CRP,156
01/10/2020,CRQ,493
01/10/2020,CRW,93
01/10/2020,CSG,68
01/10/2020,CVG,451
01/10/2020,CWA,39
01/10/2020,CWF,29
01/10/2020,CXO,37
01/10/2020,CXY,37
01/10/2020,CYS,65
01/10/2020,DAB,741
01/10/2020,DAL,447
01/10/2020,DAY,117
01/10/2020,DBQ,267
01/10/2020,DCA,885
01/10/2020,DEC,45
01/10/2020,DEN,1689
01/10/2020,DET,19
01/10/2020,DFW,1481
01/10/2020,DHN,418
01/10/2020,DLH,218
01/10/2020,DPA,50
01/10/2020,DSM,140
01/10/2020,DTN,6
01/10/2020,DTO,51
01/10/2020,DTS,44
01/10/2020,DTW,1088
01/10/2020,DVT,1209
01/10/2020,DWH,42
01/10/2020,DXR,89
01/10/2020,EAU,44
01/10/2020,ECP,160
01/10/2020,EGE,171
01/10/2020,ELM,24
01/10/2020,ELP,288
01/10/2020,EMT,260
01/10/2020,ENA,109
01/10/2020,ENW,234
01/10/2020,ERI,27
01/10/2020,ESN,178
01/10/2020,EUG,90
01/10/2020,EVB,558
01/10/2020,EVV,41
01/10/2020,EWB,90
01/10/2020,EWN,111
01/10/2020,EWR,1270
01/10/2020,EYW,148
01/10/2020,FAI,116
01/10/2020,FAR,284
01/10/2020,FAT,258
01/10/2020,FAY,73
01/10/2020,FCM,250
01/10/2020,FDK,361
01/10/2020,FFZ,1227
01/10/2020,FIN,670
01/10/2020,FLG,78
01/10/2020,FLL,977
01/10/2020,FLO,86
01/10/2020,FMN,66
01/10/2020,FMY,376
01/10/2020,FNT,43
01/10/2020,FOK,54
01/10/2020,FPR,309
01/10/2020,FRG,592
01/10/2020,FSD,182
01/10/2020,FSM,11
01/10/2020,FTG,129
01/10/2020,FTW,149
01/10/2020,FTY,58
01/10/2020,FUL,169
01/10/2020,FWA,91
01/10/2020,FWS,11
01/10/2020,FXE,364
01/10/2020,FYV,7
01/10/2020,GCK,15
01/10/2020,GCN,79
01/10/2020,GEG,160
01/10/2020,GEU,373
01/10/2020,GFK,662
01/10/2020,GGG,51
01/10/2020,GJT,247
01/10/2020,GKY,9
01/10/2020,GLH,6
01/10/2020,GLS,32
01/10/2020,GMU,134
01/10/2020,GNV,273
01/10/2020,GON,116
01/10/2020,GPI,52
01/10/2020,GPM,46
01/10/2020,GPT,46
01/10/2020,GRB,122
01/10/2020,GRI,11
01/10/2020,GRR,145
01/10/2020,GSN,221
01/10/2020,GSO,225
01/10/2020,GSP,156
01/10/2020,GTF,107
01/10/2020,GTR,82
01/10/2020,GTU,20
01/10/2020,GUM,219
01/10/2020,GYH,87
01/10/2020,GYI,6
01/10/2020,GYR,416
01/10/2020,GYY,19
01/10/2020,HEF,216
01/10/2020,HFD,106
01/10/2020,HGR,136
01/10/2020,HHR,192
01/10/2020,HIO,65
01/10/2020,HKS,21
01/10/2020,HKY,52
01/10/2020,HLG,148
01/10/2020,HLN,175
01/10/2020,HND,207
01/10/2020,HNL,730
01/10/2020,HOB,13
01/10/2020,HOU,465
01/10/2020,HPN,357
01/10/2020,HQZ,7
01/10/2020,HRL,209
01/10/2020,HSA,10
01/10/2020,HSV,92
01/10/2020,HTS,32
01/10/2020,HUF,8
01/10/2020,HUM,140
01/10/2020,HUT,12
01/10/2020,HVN,49
01/10/2020,HWD,244
01/10/2020,HWO,211
01/10/2020,HXD,65
01/10/2020,HYA,259
01/10/2020,HYI,44
01/10/2020,IAD,742
01/10/2020,IAG,10
01/10/2020,IAH,1298
01/10/2020,ICT,140
01/10/2020,IDA,68
01/10/2020,IFP,45
01/10/2020,ILG,90
01/10/2020,ILM,275
01/10/2020,IND,451
01/10/2020,INT,148
01/10/2020,IPT,17
01/10/2020,ISM,555
01/10/2020,ISO,148
01/10/2020,ISP,329
01/10/2020,ITH,67
01/10/2020,ITO,95
01/10/2020,IWA,605
01/10/2020,IXD,11
01/10/2020,JAN,88
01/10/2020,JAX,286
01/10/2020,JEF,9
01/10/2020,JFK,1258
01/10/2020,JLN,8
01/10/2020,JNU,38
01/10/2020,JQF,262
01/10/2020,JRF,215
01/10/2020,JVL,71
01/10/2020,JXN,2
01/10/2020,KOA,349
01/10/2020,LAF,10
01/10/2020,LAL,182
01/10/2020,LAN,76
01/10/2020,LAS,1736
01/10/2020,LAW,112
01/10/2020,LAX,1836
01/10/2020,LBB,303
01/10/2020,LBE,99
01/10/2020,LCH,25
01/10/2020,LEB,52
01/10/2020,LEE,335
01/10/2020,LEX,127
01/10/2020,LFT,59
01/10/2020,LGA,1140
01/10/2020,LGB,971
01/10/2020,LIH,106
01/10/2020,LIT,142
01/10/2020,LMT,69
01/10/2020,LNK,63
01/10/2020,LNS,195
01/10/2020,LOU,33
01/10/2020,LRD,396
01/10/2020,LSE,50
01/10/2020,LUK,87
01/10/2020,LVK,525
01/10/2020,LWB,14
01/10/2020,LWM,57
01/10/2020,LWS,23
01/10/2020,LYH,92
01/10/2020,LZU,506
01/10/2020,MAF,280
01/10/2020,MBS,40
01/10/2020,MCI,227
01/10/2020,MCN,83
01/10/2020,MCO,1051
01/10/2020,MDH,0
01/10/2020,MDT,107
01/10/2020,MDW,539
01/10/2020,MEI,102
01/10/2020,MEM,696
01/10/2020,MER,128
01/10/2020,MFD,5
01/10/2020,MFE,74
01/10/2020,MFR,141
01/10/2020,MGM,243
01/10/2020,MGW,82
01/10/2020,MHK,2
01/10/2020,MHR,288
01/10/2020,MHT,120
01/10/2020,MIA,1207
01/10/2020,MIC,96
01/10/2020,MIE,5
01/10/2020,MKC,79
01/10/2020,MKE,282
01/10/2020,MKG,103
01/10/2020,MKK,123
01/10/2020,MKL,33
01/10/2020,MLB,290
01/10/2020,MLI,46
01/10/2020,MLU,33
01/10/2020,MMU,230
01/10/2020,MOB,205
01/10/2020,MOD,106
01/10/2020,MOT,48
01/10/2020,MQY,145
01/10/2020,MRI,205
01/10/2020,MRY,127
01/10/2020,MSN,214
01/10/2020,MSO,120
01/10/2020,MSP,1109
01/10/2020,MSY,363
01/10/2020,MTN,180
01/10/2020,MVY,21
01/10/2020,MWA,10
01/10/2020,MWC,185
01/10/2020,MWH,11
01/10/2020,MYF,913
01/10/2020,MYR,186
01/10/2020,NEW,72
01/10/2020,NQA,8
01/10/2020,OAJ,68
01/10/2020,OAK,695
01/10/2020,OCF,203
01/10/2020,OGD,541
01/10/2020,OGG,328
01/10/2020,OJC,8
01/10/2020,OKC,203
01/10/2020,OLM,11
01/10/2020,OLV,13
01/10/2020,OMA,262
01/10/2020,OMN,337
01/10/2020,ONT,291
01/10/2020,OPF,303
01/10/2020,ORD,2459
01/10/2020,ORF,178
01/10/2020,ORH,30
01/10/2020,ORL,382
01/10/2020,OSH,79
01/10/2020,OSU,43
01/10/2020,OTH,59
01/10/2020,OUN,6
01/10/2020,OWB,22
01/10/2020,OWD,118
01/10/2020,OXC,56
01/10/2020,OXR,196
01/10/2020,PAE,69
01/10/2020,PAH,8
01/10/2020,PAO,420
01/10/2020,PBI,542
01/10/2020,PDK,534
01/10/2020,PDT,60
01/10/2020,PDX,621
01/10/2020,PGD,147
01/10/2020,PHF,170
01/10/2020,PHL,996
01/10/2020,PHX,1343
01/10/2020,PIA,50
01/10/2020,PIE,411
01/10/2020,PIH,81
01/10/2020,PIT,399
01/10/2020,PKB,158
01/10/2020,PMD,69
01/10/2020,PMP,246
01/10/2020,PNE,242
01/10/2020,PNS,133
01/10/2020,POC,365
01/10/2020,POU,90
01/10/2020,PRC,427
01/10/2020,PSC,118
01/10/2020,PSP,192
01/10/2020,PTK,76
01/10/2020,PUB,380
01/10/2020,PVD,173
01/10/2020,PVU,356
01/10/2020,PWA,16
01/10/2020,PWK,59
01/10/2020,PWM,140
01/10/2020,RAL,506
01/10/2020,RAP,75
01/10/2020,RBD,13
01/10/2020,RDD,333
01/10/2020,RDG,113
01/10/2020,RDM,123
01/10/2020,RDU,578
01/10/2020,RFD,96
01/10/2020,RHV,665
01/10/2020,RIC,346
01/10/2020,RME,4
01/10/2020,RNM,542
01/10/2020,RNO,354
01/10/2020,RNT,134
01/10/2020,ROA,117
01/10/2020,ROC,159
01/10/2020,ROG,26
01/10/2020,ROW,71
01/10/2020,RST,138
01/10/2020,RSW,339
01/10/2020,RVS,55
01/10/2020,RYN,260
01/10/2020,RYY,158
01/10/2020,SAC,416
01/10/2020,SAF,72
01/10/2020,SAN,638
01/10/2020,SAT,383
01/10/2020,SAV,274
01/10/2020,SAW,28
01/10/2020,SBA,439
01/10/2020,SBN,59
01/10/2020,SBP,303
01/10/2020,SBY,56
01/10/2020,SCK,295
01/10/2020,SDF,496
01/10/2020,SDL,594
01/10/2020,SDM,263
01/10/2020,SEA,1175
01/10/2020,SEE,669
01/10/2020,SFB,1054
01/10/2020,SFF,9
01/10/2020,SFO,1198
01/10/2020,SGF,81
01/10/2020,SGJ,555
01/10/2020,SGR,82
01/10/2020,SHV,57
01/10/2020,SIG,138
01/10/2020,SJC,598
01/10/2020,SJT,363
01/10/2020,SJU,487
01/10/2020,SLC,1006
01/10/2020,SLE,33
01/10/2020,SLN,10
01/10/2020,SMF,396
01/10/2020,SMO,346
01/10/2020,SMX,130
01/10/2020,SNA,886
01/10/2020,SNS,148
01/10/2020,SPG,240
01/10/2020,SPI,17
01/10/2020,SQL,279
01/10/2020,SRQ,357
01/10/2020,SSF,210
01/10/2020,STC,64
01/10/2020,STJ,4
01/10/2020,STL,530
01/10/2020,STP,115
01/10/2020,STS,209
01/10/2020,STT,153
01/10/2020,STX,121
01/10/2020,SUA,330
01/10/2020,SUN,70
01/10/2020,SUS,59
01/10/2020,SUX,54
01/10/2020,SWF,119
01/10/2020,SWO,5
01/10/2020,SYR,130
01/10/2020,TCL,46
01/10/2020,TEB,345
01/10/2020,TIW,5
01/10/2020,TIX,210
01/10/2020,TKI,23
01/10/2020,TLH,291
01/10/2020,TMB,267
01/10/2020,TOA,443
01/10/2020,TOL,53
01/10/2020,TOP,6
01/10/2020,TPA,576
01/10/2020,TRI,91
01/10/2020,TTD,160
01/10/2020,TTN,394
01/10/2020,TUL,148
01/10/2020,TUP,116
01/10/2020,TUS,484
01/10/2020,TVC,142
01/10/2020,TWF,117
01/10/2020,TXK,19
01/10/2020,TYR,16
01/10/2020,TYS,314
01/10/2020,TZR,6
01/10/2020,UAO,31
01/10/2020,UES,188
01/10/2020,UGN,62
01/10/2020,UNV,47
01/10/2020,VCT,42
01/10/2020,VCV,124
01/10/2020,VGT,537
01/10/2020,VNY,690
01/10/2020,VQQ,331
01/10/2020,VRB,800
01/10/2020,WDG,6
01/10/2020,WHP,424
01/10/2020,WJF,40
01/10/2020,XNA,108
01/10/2020,YIP,35
01/10/2020,YKM,58
01/10/2020,YNG,14
01/11/2020,ABE,92
01/11/2020,ABI,76
01/11/2020,ABQ,432
01/11/2020,ABY,14
01/11/2020,ACK,50
01/11/2020,ACT,123
01/11/2020,ACY,86
01/11/2020,ADM,14
01/11/2020,ADQ,56
01/11/2020,ADS,166
01/11/2020,ADW,151
01/11/2020,AEG,226
01/11/2020,AEX,131
01/11/2020,AFW,114
01/11/2020,AGC,70
01/11/2020,AGS,45
01/11/2020,AHN,6
01/11/2020,AKN,12
01/11/2020,ALB,98
01/11/2020,ALN,2
01/11/2020,ALO,15
01/11/2020,ALW,5
01/11/2020,AMA,65
01/11/2020,ANC,487
01/11/2020,ANE,220
01/11/2020,APA,985
01/11/2020,APC,155
01/11/2020,APF,246
01/11/2020,ARA,39
01/11/2020,ARB,1
01/11/2020,ARR,1
01/11/2020,ASE,105
01/11/2020,ASG,4
01/11/2020,ASH,115
01/11/2020,ATL,1829
01/11/2020,ATW,31
01/11/2020,AUS,456
01/11/2020,AVL,56
01/11/2020,AVP,102
01/11/2020,AZO,12
01/11/2020,BAF,109
01/11/2020,BAK,1
01/11/2020,BAZ,171
01/11/2020,BBG,0
01/11/2020,BCT,89
01/11/2020,BDL,180
01/11/2020,BDR,202
01/11/2020,BED,182
01/11/2020,BET,173
01/11/2020,BFI,356
01/11/2020,BFL,419
01/11/2020,BFM,5
01/11/2020,BGM,13
01/11/2020,BGR,44
01/11/2020,BHM,106
01/11/2020,BIL,158
01/11/2020,BIS,93
01/11/2020,BJC,422
01/11/2020,BKL,20
01/11/2020,BKV,90
01/11/2020,BLI,41
01/11/2020,BMG,70
01/11/2020,BMI,9
01/11/2020,BNA,389
01/11/2020,BOI,172
01/11/2020,BOS,835
01/11/2020,BPT,17
01/11/2020,BQN,18
01/11/2020,BRO,47
01/11/2020,BTL,4
01/11/2020,BTR,57
01/11/2020,BTV,74
01/11/2020,BUF,148
01/11/2020,BUR,311
01/11/2020,BVY,79
01/11/2020,BWI,561
01/11/2020,BZN,203
01/11/2020,CAE,77
01/11/2020,CAK,65
01/11/2020,CCR,253
01/11/2020,CDW,92
01/11/2020,CGF,9
01/11/2020,CHA,42
01/11/2020,CHD,493
01/11/2020,CHO,121
01/11/2020,CHS,217
01/11/2020,CIC,74
01/11/2020,CID,61
01/11/2020,CKB,11
01/11/2020,CLE,235
01/11/2020,CLL,174
01/11/2020,CLT,1339
01/11/2020,CMA,520
01/11/2020,CMH,214
01/11/2020,CMI,8
01/11/2020,CNO,859
01/11/2020,CNW,19
01/11/2020,COS,365
01/11/2020,COU,8
01/11/2020,CPR,27
01/11/2020,CPS,4
01/11/2020,CRE,15
01/11/2020,CRG,247
01/11/2020,CRP,342
01/11/2020,CRQ,453
01/11/2020,CRW,27
01/11/2020,CSG,4
01/11/2020,CVG,307
01/11/2020,CWA,19
01/11/2020,CWF,82
01/11/2020,CXO,193
01/11/2020,CXY,8
01/11/2020,CYS,77
01/11/2020,DAB,269
01/11/2020,DAL,490
01/11/2020,DAY,67
01/11/2020,DBQ,3
01/11/2020,DCA,590
01/11/2020,DEC,8
01/11/2020,DEN,1412
01/11/2020,DET,7
01/11/2020,DFW,1518
01/11/2020,DHN,11
01/11/2020,DLH,98
01/11/2020,DPA,25
01/11/2020,DSM,118
01/11/2020,DTN,27
01/11/2020,DTO,182
01/11/2020,DTS,4
01/11/2020,DTW,768
01/11/2020,DVT,1495
01/11/2020,DWH,308
01/11/2020,DXR,29
01/11/2020,EAU,41
01/11/2020,ECP,26
01/11/2020,EGE,77
01/11/2020,ELM,8
01/11/2020,ELP,230
01/11/2020,EMT,293
01/11/2020,ENA,55
01/11/2020,ENW,0
01/11/2020,ERI,20
01/11/2020,ESN,99
01/11/2020,EUG,94
01/11/2020,EVB,177
01/11/2020,EVV,17
01/11/2020,EWB,25
01/11/2020,EWN,61
01/11/2020,EWR,920
01/11/2020,EYW,160
01/11/2020,FAI,89
01/11/2020,FAR,143
01/11/2020,FAT,214
01/11/2020,FAY,27
01/11/2020,FCM,173
01/11/2020,FDK,134
01/11/2020,FFZ,942
01/11/2020,FIN,227
01/11/2020,FLG,94
01/11/2020,FLL,936
01/11/2020,FLO,45
01/11/2020,FMN,125
01/11/2020,FMY,299
01/11/2020,FNT,12
01/11/2020,FOK,159
01/11/2020,FPR,164
01/11/2020,FRG,196
01/11/2020,FSD,119
01/11/2020,FSM,7
01/11/2020,FTG,335
01/11/2020,FTW,480
01/11/2020,FTY,15
01/11/2020,FUL,206
01/11/2020,FWA,46
01/11/2020,FWS,83
01/11/2020,FXE,331
01/11/2020,FYV,5
01/11/2020,GCK,38
01/11/2020,GCN,82
01/11/2020,GEG,134
01/11/2020,GEU,240
01/11/2020,GFK,587
01/11/2020,GGG,83
01/11/2020,GJT,83
01/11/2020,GKY,65
01/11/2020,GMU,22
01/11/2020,GNV,94
01/11/2020,GON,46
01/11/2020,GPI,46
01/11/2020,GPM,59
01/11/2020,GPT,33
01/11/2020,GRB,53
01/11/2020,GRI,37
01/11/2020,GRR,44
01/11/2020,GSN,225
01/11/2020,GSO,94
01/11/2020,GSP,126
01/11/2020,GTF,53
01/11/2020,GTR,7
01/11/2020,GTU,258
01/11/2020,GUM,198
01/11/2020,GYH,4
01/11/2020,GYI,24
01/11/2020,GYR,489
