Date,Facility,Total Operations
01/17/2020,LEX,227
01/17/2020,LFT,155
01/17/2020,LGA,1144
01/17/2020,LGB,893
01/17/2020,LIH,230
01/17/2020,LIT,180
01/17/2020,LMT,67
01/17/2020,LNK,31
01/17/2020,LNS,295
01/17/2020,LOU,265
01/17/2020,LRD,85
01/17/2020,LSE,16
01/17/2020,LUK,186
01/17/2020,LVK,622
01/17/2020,LWB,21
01/17/2020,LWM,59
01/17/2020,LWS,41
01/17/2020,LYH,431
01/17/2020,LZU,593
01/17/2020,MAF,135
01/17/2020,MBS,55
01/17/2020,MCI,124
01/17/2020,MCN,116
01/17/2020,MCO,1048
01/17/2020,MDH,79
01/17/2020,MDT,95
01/17/2020,MDW,360
01/17/2020,MEI,339
01/17/2020,MEM,703
01/17/2020,MER,235
01/17/2020,MFD,59
01/17/2020,MFE,184
01/17/2020,MFR,73
01/17/2020,MGM,239
01/17/2020,MGW,160
01/17/2020,MHK,11
01/17/2020,MHR,300
01/17/2020,MHT,112
01/17/2020,MIA,1250
01/17/2020,MIC,5
01/17/2020,MIE,108
01/17/2020,MKC,53
01/17/2020,MKE,263
01/17/2020,MKG,66
01/17/2020,MKK,117
01/17/2020,MKL,55
01/17/2020,MLB,337
01/17/2020,MLI,23
01/17/2020,MLU,66
01/17/2020,MMU,182
01/17/2020,MOB,280
01/17/2020,MOD,180
01/17/2020,MOT,36
01/17/2020,MQY,437
01/17/2020,MRI,298
01/17/2020,MRY,146
01/17/2020,MSN,128
01/17/2020,MSO,77
01/17/2020,MSP,877
01/17/2020,MSY,395
01/17/2020,MTN,187
01/17/2020,MVY,29
01/17/2020,MWA,26
01/17/2020,MWH,13
01/17/2020,MYF,787
01/17/2020,MYR,256
01/17/2020,NEW,228
01/17/2020,NQA,74
01/17/2020,OAJ,56
01/17/2020,OAK,729
01/17/2020,OCF,191
01/17/2020,OGD,154
01/17/2020,OGG,402
01/17/2020,OJC,0
01/17/2020,OKC,225
01/17/2020,OLM,39
01/17/2020,OLV,206
01/17/2020,OMA,180
01/17/2020,OMN,210
01/17/2020,ONT,279
01/17/2020,OPF,361
01/17/2020,ORD,1761
01/17/2020,ORF,198
01/17/2020,ORH,17
01/17/2020,ORL,449
01/17/2020,OSH,181
01/17/2020,OSU,413
01/17/2020,OTH,69
01/17/2020,OUN,3
01/17/2020,OWB,48
01/17/2020,OWD,75
01/17/2020,OXC,68
01/17/2020,OXR,337
01/17/2020,PAE,203
01/17/2020,PAH,29
01/17/2020,PAO,437
01/17/2020,PBI,498
01/17/2020,PDK,641
01/17/2020,PDT,64
01/17/2020,PDX,610
01/17/2020,PGD,210
01/17/2020,PHF,128
01/17/2020,PHL,1017
01/17/2020,PHX,1291
01/17/2020,PIA,45
01/17/2020,PIE,451
01/17/2020,PIH,25
01/17/2020,PIT,400
01/17/2020,PKB,185
01/17/2020,PMD,36
01/17/2020,PMP,426
01/17/2020,PNE,177
01/17/2020,PNS,519
01/17/2020,POC,217
01/17/2020,POU,85
01/17/2020,PRC,717
01/17/2020,PSC,143
01/17/2020,PSP,199
01/17/2020,PTK,510
01/17/2020,PUB,252
01/17/2020,PVD,131
01/17/2020,PVU,233
01/17/2020,PWA,16
01/17/2020,PWK,188
01/17/2020,PWM,138
01/17/2020,RAL,456
01/17/2020,RBD,12
01/17/2020,RDD,105
01/17/2020,RDG,102
01/17/2020,RDM,129
01/17/2020,RDU,702
01/17/2020,RFD,90
01/17/2020,RHV,448
01/17/2020,RIC,287
01/17/2020,RME,32
01/17/2020,RNM,107
01/17/2020,RNO,335
01/17/2020,RNT,319
01/17/2020,ROA,192
01/17/2020,ROC,153
01/17/2020,ROG,21
01/17/2020,ROW,44
01/17/2020,RST,37
01/17/2020,RSW,313
01/17/2020,RVS,5
01/17/2020,RYN,438
01/17/2020,RYY,205
01/17/2020,SAC,98
01/17/2020,SAF,54
01/17/2020,SAN,651
01/17/2020,SAT,417
01/17/2020,SAV,371
01/17/2020,SAW,51
01/17/2020,SBA,359
01/17/2020,SBN,124
01/17/2020,SBP,225
01/17/2020,SBY,85
01/17/2020,SCK,136
01/17/2020,SDF,501
01/17/2020,SDL,547
01/17/2020,SDM,159
01/17/2020,SEA,1203
01/17/2020,SEE,214
01/17/2020,SFB,986
01/17/2020,SFF,137
01/17/2020,SFO,1278
01/17/2020,SGF,65
01/17/2020,SGJ,172
01/17/2020,SGR,115
01/17/2020,SHV,79
01/17/2020,SIG,305
01/17/2020,SJC,634
01/17/2020,SJT,52
01/17/2020,SJU,500
01/17/2020,SLC,1035
01/17/2020,SLE,27
01/17/2020,SLN,11
01/17/2020,SMF,396
01/17/2020,SMO,288
01/17/2020,SMX,98
01/17/2020,SNA,923
01/17/2020,SNS,172
01/17/2020,SPG,322
01/17/2020,SPI,44
01/17/2020,SQL,231
01/17/2020,SRQ,414
01/17/2020,SSF,113
01/17/2020,STC,22
01/17/2020,STJ,2
01/17/2020,STL,371
01/17/2020,STP,47
01/17/2020,STS,152
01/17/2020,STT,259
01/17/2020,STX,147
01/17/2020,SUA,332
01/17/2020,SUN,96
01/17/2020,SUS,36
01/17/2020,SUX,7
01/17/2020,SWF,64
01/17/2020,SWO,14
01/17/2020,SYR,148
01/17/2020,TCL,239
01/17/2020,TEB,555
01/17/2020,TIW,118
01/17/2020,TIX,229
01/17/2020,TKI,38
01/17/2020,TLH,336
01/17/2020,TMB,498
01/17/2020,TOA,487
01/17/2020,TOL,64
01/17/2020,TOP,0
01/17/2020,TPA,627
01/17/2020,TRI,139
01/17/2020,TTD,188
01/17/2020,TUL,176
01/17/2020,TUP,200
01/17/2020,TUS,455
01/17/2020,TVC,344
01/17/2020,TWF,156
01/17/2020,TXK,59
01/17/2020,TYR,49
01/17/2020,TYS,348
01/17/2020,TZR,82
01/17/2020,UAO,98
01/17/2020,UES,118
01/17/2020,UGN,62
01/17/2020,UNV,142
01/17/2020,VCT,73
01/17/2020,VCV,96
01/17/2020,VGT,475
01/17/2020,VNY,858
01/17/2020,VQQ,152
01/17/2020,VRB,625
01/17/2020,WDG,12
01/17/2020,WHP,368
01/17/2020,WJF,204
01/17/2020,XNA,107
01/17/2020,YIP,324
01/17/2020,YKM,130
01/17/2020,YNG,36
01/18/2020,ABE,68
01/18/2020,ABI,149
01/18/2020,ABQ,431
01/18/2020,ABY,42
01/18/2020,ACK,56
01/18/2020,ACT,195
01/18/2020,ACY,46
01/18/2020,ADM,16
01/18/2020,ADQ,3
01/18/2020,ADS,366
01/18/2020,ADW,30
01/18/2020,AEG,220
01/18/2020,AEX,78
01/18/2020,AFW,290
01/18/2020,AGC,25
01/18/2020,AGS,63
01/18/2020,AHN,32
01/18/2020,AKN,30
01/18/2020,ALB,131
01/18/2020,ALN,5
01/18/2020,ALO,2
01/18/2020,ALW,6
01/18/2020,AMA,110
01/18/2020,ANC,525
01/18/2020,ANE,17
01/18/2020,APA,1387
01/18/2020,APC,217
01/18/2020,APF,464
01/18/2020,ARA,14
01/18/2020,ARB,0
01/18/2020,ARR,2
01/18/2020,ASE,135
01/18/2020,ASG,52
01/18/2020,ASH,326
01/18/2020,ATL,1778
01/18/2020,ATW,28
01/18/2020,AUS,388
01/18/2020,AVL,46
01/18/2020,AVP,75
01/18/2020,AZO,11
01/18/2020,BAF,85
01/18/2020,BAK,7
01/18/2020,BAZ,161
01/18/2020,BBG,7
01/18/2020,BCT,157
01/18/2020,BDL,178
01/18/2020,BDR,137
01/18/2020,BED,306
01/18/2020,BET,226
01/18/2020,BFI,577
01/18/2020,BFL,68
01/18/2020,BFM,13
01/18/2020,BGM,6
01/18/2020,BGR,60
01/18/2020,BHM,124
01/18/2020,BIL,192
01/18/2020,BIS,42
01/18/2020,BJC,590
01/18/2020,BKL,20
01/18/2020,BKV,130
01/18/2020,BLI,28
01/18/2020,BMG,67
01/18/2020,BMI,20
01/18/2020,BNA,419
01/18/2020,BOI,238
01/18/2020,BOS,787
01/18/2020,BPT,7
01/18/2020,BQN,28
01/18/2020,BRO,31
01/18/2020,BTL,1
01/18/2020,BTR,60
01/18/2020,BTV,81
01/18/2020,BUF,129
01/18/2020,BUR,263
01/18/2020,BVY,269
01/18/2020,BWI,512
01/18/2020,BZN,338
01/18/2020,CAE,78
01/18/2020,CAK,46
01/18/2020,CCR,345
01/18/2020,CDW,138
01/18/2020,CGF,7
01/18/2020,CHA,47
01/18/2020,CHD,777
01/18/2020,CHO,162
01/18/2020,CHS,219
01/18/2020,CIC,85
01/18/2020,CID,46
01/18/2020,CKB,9
01/18/2020,CLE,231
01/18/2020,CLL,113
01/18/2020,CLT,1381
01/18/2020,CMA,489
01/18/2020,CMH,242
01/18/2020,CMI,13
01/18/2020,CNO,859
01/18/2020,CNW,56
01/18/2020,COS,408
01/18/2020,COU,29
01/18/2020,CPR,89
01/18/2020,CPS,41
01/18/2020,CRE,22
01/18/2020,CRG,468
01/18/2020,CRP,341
01/18/2020,CRQ,451
01/18/2020,CRW,32
01/18/2020,CSG,35
01/18/2020,CVG,324
01/18/2020,CWA,19
01/18/2020,CWF,12
01/18/2020,CXO,128
01/18/2020,CXY,0
01/18/2020,CYS,70
01/18/2020,DAB,782
01/18/2020,DAL,469
01/18/2020,DAY,68
01/18/2020,DBQ,2
01/18/2020,DCA,584
01/18/2020,DEC,10
01/18/2020,DEN,1389
01/18/2020,DET,1
01/18/2020,DFW,1488
01/18/2020,DHN,43
01/18/2020,DLH,14
01/18/2020,DPA,14
01/18/2020,DSM,95
01/18/2020,DTN,33
01/18/2020,DTO,454
01/18/2020,DTS,40
01/18/2020,DTW,673
01/18/2020,DVT,1341
01/18/2020,DWH,135
01/18/2020,DXR,138
01/18/2020,EAU,1
01/18/2020,ECP,79
01/18/2020,EGE,128
01/18/2020,ELM,14
01/18/2020,ELP,232
01/18/2020,EMT,300
01/18/2020,ENA,63
01/18/2020,ENW,2
01/18/2020,ERI,8
01/18/2020,ESN,91
01/18/2020,EUG,79
01/18/2020,EVB,605
01/18/2020,EVV,33
01/18/2020,EWB,174
01/18/2020,EWN,105
01/18/2020,EWR,834
01/18/2020,EYW,191
01/18/2020,FAI,90
01/18/2020,FAR,38
01/18/2020,FAT,171
01/18/2020,FAY,59
01/18/2020,FCM,14
01/18/2020,FDK,26
01/18/2020,FFZ,1119
01/18/2020,FIN,702
01/18/2020,FLG,95
01/18/2020,FLL,945
01/18/2020,FLO,61
01/18/2020,FMN,184
01/18/2020,FMY,486
01/18/2020,FNT,23
01/18/2020,FOE,8
01/18/2020,FOK,50
01/18/2020,FPR,511
01/18/2020,FRG,263
01/18/2020,FSD,10
01/18/2020,FSM,50
01/18/2020,FTG,249
01/18/2020,FTW,559
01/18/2020,FTY,41
01/18/2020,FUL,237
01/18/2020,FWA,47
01/18/2020,FWS,150
01/18/2020,FXE,482
01/18/2020,FYV,63
01/18/2020,GCK,36
01/18/2020,GCN,123
01/18/2020,GEG,130
01/18/2020,GEU,284
01/18/2020,GFK,1
01/18/2020,GGG,122
01/18/2020,GJT,151
01/18/2020,GKY,340
01/18/2020,GLH,11
01/18/2020,GLS,15
01/18/2020,GMU,37
01/18/2020,GNV,229
01/18/2020,GON,84
01/18/2020,GPI,30
01/18/2020,GPM,178
01/18/2020,GPT,49
01/18/2020,GRB,37
01/18/2020,GRI,15
01/18/2020,GRR,116
01/18/2020,GSN,353
01/18/2020,GSO,142
01/18/2020,GSP,76
01/18/2020,GTF,43
01/18/2020,GTR,13
01/18/2020,GTU,344
01/18/2020,GUM,254
01/18/2020,GYH,21
01/18/2020,GYI,198
01/18/2020,GYR,247
01/18/2020,GYY,9
01/18/2020,HEF,14
01/18/2020,HFD,112
01/18/2020,HGR,6
01/18/2020,HHR,198
01/18/2020,HIO,29
01/18/2020,HKS,11
01/18/2020,HKY,16
01/18/2020,HLG,0
01/18/2020,HLN,80
01/18/2020,HND,178
01/18/2020,HNL,831
01/18/2020,HOB,16
01/18/2020,HOU,372
01/18/2020,HPN,164
01/18/2020,HQZ,237
01/18/2020,HRL,133
01/18/2020,HSA,14
01/18/2020,HSV,51
01/18/2020,HTS,17
01/18/2020,HUF,3
01/18/2020,HUM,85
01/18/2020,HUT,15
01/18/2020,HVN,121
01/18/2020,HWD,370
01/18/2020,HWO,662
01/18/2020,HXD,63
01/18/2020,HYA,82
01/18/2020,HYI,162
01/18/2020,IAD,542
01/18/2020,IAG,7
01/18/2020,IAH,1035
01/18/2020,ICT,140
01/18/2020,IDA,117
01/18/2020,IFP,26
01/18/2020,ILG,44
01/18/2020,ILM,166
01/18/2020,IND,285
01/18/2020,INT,20
01/18/2020,IPT,1
01/18/2020,ISM,360
01/18/2020,ISO,53
01/18/2020,ISP,308
01/18/2020,ITH,27
01/18/2020,ITO,138
01/18/2020,IWA,776
01/18/2020,IXD,24
01/18/2020,JAC,73
01/18/2020,JAN,41
01/18/2020,JAX,186
01/18/2020,JEF,5
01/18/2020,JFK,1056
01/18/2020,JLN,33
01/18/2020,JNU,83
01/18/2020,JQF,128
01/18/2020,JRF,463
01/18/2020,JVL,2
01/18/2020,JXN,0
01/18/2020,KOA,265
01/18/2020,LAF,4
01/18/2020,LAL,267
01/18/2020,LAN,23
01/18/2020,LAS,1285
01/18/2020,LAW,8
01/18/2020,LAX,1557
01/18/2020,LBB,274
01/18/2020,LBE,13
01/18/2020,LCH,32
01/18/2020,LEB,73
01/18/2020,LEE,266
01/18/2020,LEX,60
01/18/2020,LFT,38
01/18/2020,LGA,509
01/18/2020,LGB,899
01/18/2020,LIH,234
01/18/2020,LIT,161
01/18/2020,LMT,22
01/18/2020,LNK,34
01/18/2020,LNS,6
01/18/2020,LOU,6
01/18/2020,LRD,48
01/18/2020,LSE,10
01/18/2020,LUK,36
01/18/2020,LVK,413
01/18/2020,LWB,6
01/18/2020,LWM,146
01/18/2020,LWS,9
01/18/2020,LYH,15
01/18/2020,LZU,68
01/18/2020,MAF,72
01/18/2020,MBS,14
01/18/2020,MCI,229
01/18/2020,MCN,30
01/18/2020,MCO,1043
01/18/2020,MDH,86
01/18/2020,MDT,55
01/18/2020,MDW,317
01/18/2020,MEI,24
01/18/2020,MEM,451
01/18/2020,MER,0
01/18/2020,MFD,36
01/18/2020,MFE,175
01/18/2020,MFR,102
01/18/2020,MGM,53
01/18/2020,MGW,10
01/18/2020,MHK,48
01/18/2020,MHR,75
01/18/2020,MHT,101
01/18/2020,MIA,1194
01/18/2020,MIC,0
01/18/2020,MIE,0
01/18/2020,MKC,175
01/18/2020,MKE,195
01/18/2020,MKG,3
01/18/2020,MKK,110
01/18/2020,MKL,8
01/18/2020,MLB,243
01/18/2020,MLI,12
01/18/2020,MLU,27
01/18/2020,MMU,201
01/18/2020,MOB,31
01/18/2020,MOD,37
01/18/2020,MOT,20
01/18/2020,MQY,40
01/18/2020,MRI,231
01/18/2020,MRY,174
01/18/2020,MSN,74
01/18/2020,MSO,82
01/18/2020,MSP,698
01/18/2020,MSY,276
01/18/2020,MTN,46
01/18/2020,MVY,33
01/18/2020,MWA,5
01/18/2020,MWC,0
01/18/2020,MWH,3
01/18/2020,MYF,854
01/18/2020,MYR,114
01/18/2020,NEW,210
01/18/2020,NQA,5
01/18/2020,OAJ,37
01/18/2020,OAK,512
01/18/2020,OCF,168
01/18/2020,OGD,321
01/18/2020,OGG,378
01/18/2020,OJC,26
01/18/2020,OKC,158
01/18/2020,OLM,37
01/18/2020,OLV,34
01/18/2020,OMA,173
01/18/2020,OMN,283
01/18/2020,ONT,224
01/18/2020,OPF,312
01/18/2020,ORD,1817
01/18/2020,ORF,137
01/18/2020,ORH,45
01/18/2020,ORL,374
01/18/2020,OSH,4
01/18/2020,OSU,5
01/18/2020,OTH,34
01/18/2020,OUN,85
01/18/2020,OWB,6
01/18/2020,OWD,193
01/18/2020,OXC,52
01/18/2020,OXR,262
01/18/2020,PAE,228
01/18/2020,PAH,8
01/18/2020,PAO,380
01/18/2020,PBI,220
01/18/2020,PDK,264
01/18/2020,PDT,18
01/18/2020,PDX,415
01/18/2020,PGD,214
01/18/2020,PHF,141
01/18/2020,PHL,733
01/18/2020,PHX,1030
01/18/2020,PIA,37
01/18/2020,PIE,282
01/18/2020,PIH,67
01/18/2020,PIT,251
01/18/2020,PKB,4
01/18/2020,PMD,8
01/18/2020,PMP,156
01/18/2020,PNE,41
01/18/2020,PNS,103
01/18/2020,POC,353
01/18/2020,POU,65
01/18/2020,PRC,829
01/18/2020,PSC,92
01/18/2020,PSP,285
01/18/2020,PTK,24
01/18/2020,PUB,201
01/18/2020,PVD,140
01/18/2020,PVU,348
01/18/2020,PWA,146
01/18/2020,PWK,28
01/18/2020,PWM,126
01/18/2020,RAL,164
01/18/2020,RAP,101
01/18/2020,RBD,139
01/18/2020,RDD,162
01/18/2020,RDG,5
01/18/2020,RDM,193
01/18/2020,RDU,439
01/18/2020,RFD,36
01/18/2020,RHV,752
01/18/2020,RIC,184
01/18/2020,RME,9
01/18/2020,RNM,422
01/18/2020,RNO,293
01/18/2020,RNT,286
01/18/2020,ROA,94
01/18/2020,ROC,92
01/18/2020,ROG,13
01/18/2020,ROW,42
01/18/2020,RST,28
01/18/2020,RSW,340
01/18/2020,RVS,479
01/18/2020,RYN,451
01/18/2020,RYY,40
01/18/2020,SAC,364
01/18/2020,SAF,112
01/18/2020,SAN,471
01/18/2020,SAT,263
01/18/2020,SAV,283
01/18/2020,SAW,3
01/18/2020,SBA,279
01/18/2020,SBN,34
01/18/2020,SBP,230
01/18/2020,SBY,31
01/18/2020,SCK,78
01/18/2020,SDF,314
01/18/2020,SDL,472
01/18/2020,SDM,296
01/18/2020,SEA,958
01/18/2020,SEE,415
01/18/2020,SFB,1148
01/18/2020,SFF,4
01/18/2020,SFO,1019
01/18/2020,SGF,82
01/18/2020,SGJ,600
01/18/2020,SGR,79
01/18/2020,SHV,52
01/18/2020,SIG,236
01/18/2020,SJC,390
01/18/2020,SJT,86
01/18/2020,SJU,480
01/18/2020,SLC,801
01/18/2020,SLE,6
01/18/2020,SLN,14
01/18/2020,SMF,271
01/18/2020,SMO,184
01/18/2020,SMX,93
01/18/2020,SNA,672
01/18/2020,SNS,242
01/18/2020,SPG,309
01/18/2020,SPI,15
01/18/2020,SQL,347
01/18/2020,SRQ,373
01/18/2020,SSF,201
01/18/2020,STC,4
01/18/2020,STJ,0
01/18/2020,STL,349
01/18/2020,STP,10
01/18/2020,STS,282
01/18/2020,STT,197
01/18/2020,STX,116
01/18/2020,SUA,236
01/18/2020,SUN,55
01/18/2020,SUS,183
01/18/2020,SUX,10
01/18/2020,SWF,24
01/18/2020,SWO,303
01/18/2020,SYR,107
01/18/2020,TCL,16
01/18/2020,TEB,172
01/18/2020,TIW,151
01/18/2020,TIX,323
01/18/2020,TKI,349
01/18/2020,TLH,115
01/18/2020,TMB,564
01/18/2020,TOA,367
01/18/2020,TOL,16
01/18/2020,TOP,41
01/18/2020,TPA,559
01/18/2020,TRI,24
01/18/2020,TTD,37
01/18/2020,TTN,148
01/18/2020,TUL,150
01/18/2020,TUP,27
01/18/2020,TUS,402
01/18/2020,TVC,19
01/18/2020,TWF,163
01/18/2020,TXK,67
01/18/2020,TYR,83
01/18/2020,TYS,121
01/18/2020,TZR,0
01/18/2020,UAO,82
01/18/2020,UES,2
01/18/2020,UGN,7
01/18/2020,UNV,28
01/18/2020,VCT,61
01/18/2020,VCV,68
01/18/2020,VGT,660
01/18/2020,VNY,593
01/18/2020,VQQ,179
01/18/2020,VRB,763
01/18/2020,WDG,123
01/18/2020,WHP,291
01/18/2020,WJF,239
01/18/2020,XNA,69
01/18/2020,YIP,10
01/18/2020,YKM,23
01/18/2020,YNG,1
01/19/2020,ABE,57
01/19/2020,ABI,89
01/19/2020,ABQ,280
01/19/2020,ABY,28
01/19/2020,ACK,54
01/19/2020,ACT,182
01/19/2020,ACY,99
01/19/2020,ADM,57
01/19/2020,ADQ,52
01/19/2020,ADS,484
01/19/2020,ADW,52
01/19/2020,AEG,137
01/19/2020,AEX,88
01/19/2020,AFW,191
01/19/2020,AGC,34
01/19/2020,AGS,63
01/19/2020,AHN,188
01/19/2020,AKN,24
01/19/2020,ALB,117
01/19/2020,ALN,61
01/19/2020,ALO,9
01/19/2020,ALW,0
01/19/2020,AMA,68
01/19/2020,ANC,453
01/19/2020,ANE,56
01/19/2020,APA,1137
01/19/2020,APC,119
01/19/2020,APF,327
01/19/2020,ARA,109
01/19/2020,ARB,3
01/19/2020,ARR,100
01/19/2020,ASE,153
01/19/2020,ASG,133
01/19/2020,ASH,245
01/19/2020,ATL,1906
01/19/2020,ATW,61
01/19/2020,AUS,468
01/19/2020,AVL,89
01/19/2020,AVP,76
01/19/2020,AZO,33
01/19/2020,BAF,21
01/19/2020,BAK,76
01/19/2020,BAZ,133
01/19/2020,BBG,6
01/19/2020,BCT,162
01/19/2020,BDL,168
01/19/2020,BDR,138
01/19/2020,BED,169
01/19/2020,BET,166
01/19/2020,BFI,438
01/19/2020,BFL,146
01/19/2020,BFM,70
01/19/2020,BGM,15
01/19/2020,BGR,27
01/19/2020,BHM,186
01/19/2020,BIL,128
01/19/2020,BIS,48
01/19/2020,BJC,690
01/19/2020,BKL,7
01/19/2020,BKV,77
01/19/2020,BLI,72
01/19/2020,BMG,61
01/19/2020,BMI,25
01/19/2020,BNA,545
01/19/2020,BOI,337
01/19/2020,BOS,898
01/19/2020,BPT,40
01/19/2020,BQN,40
01/19/2020,BRO,41
01/19/2020,BTL,2
01/19/2020,BTR,122
01/19/2020,BTV,64
01/19/2020,BUF,141
01/19/2020,BUR,387
01/19/2020,BVY,147
01/19/2020,BWI,576
01/19/2020,BZN,210
01/19/2020,CAE,99
01/19/2020,CAK,60
01/19/2020,CCR,218
01/19/2020,CDW,148
01/19/2020,CGF,10
01/19/2020,CHA,149
01/19/2020,CHD,530
01/19/2020,CHO,234
01/19/2020,CHS,228
01/19/2020,CIC,37
01/19/2020,CID,64
01/19/2020,CKB,6
01/19/2020,CLE,265
01/19/2020,CLL,165
01/19/2020,CLT,1417
01/19/2020,CMA,437
01/19/2020,CMH,278
01/19/2020,CMI,34
01/19/2020,CNO,548
01/19/2020,CNW,112
01/19/2020,COS,319
01/19/2020,COU,67
01/19/2020,CPR,69
01/19/2020,CPS,120
01/19/2020,CRE,27
01/19/2020,CRG,187
01/19/2020,CRP,273
01/19/2020,CRQ,429
01/19/2020,CRW,29
01/19/2020,CSG,76
01/19/2020,CVG,295
01/19/2020,CWA,17
01/19/2020,CWF,18
01/19/2020,CXO,288
01/19/2020,CXY,13
01/19/2020,CYS,99
01/19/2020,DAB,654
01/19/2020,DAL,601
01/19/2020,DAY,91
01/19/2020,DBQ,18
01/19/2020,DCA,732
01/19/2020,DEC,37
01/19/2020,DEN,1549
01/19/2020,DFW,1885
01/19/2020,DHN,62
01/19/2020,DLH,66
01/19/2020,DPA,280
01/19/2020,DSM,139
01/19/2020,DTN,117
01/19/2020,DTO,410
01/19/2020,DTS,103
01/19/2020,DTW,777
01/19/2020,DVT,1142
01/19/2020,DWH,402
01/19/2020,DXR,83
01/19/2020,EAU,15
01/19/2020,ECP,87
01/19/2020,EGE,108
01/19/2020,ELM,6
01/19/2020,ELP,179
01/19/2020,EMT,278
01/19/2020,ENA,43
01/19/2020,ENW,15
01/19/2020,ERI,17
01/19/2020,ESN,46
01/19/2020,EUG,141
01/19/2020,EVB,301
01/19/2020,EVV,50
01/19/2020,EWB,59
01/19/2020,EWN,85
01/19/2020,EWR,1125
01/19/2020,EYW,230
01/19/2020,FAI,96
01/19/2020,FAR,92
01/19/2020,FAT,145
01/19/2020,FAY,48
01/19/2020,FCM,84
01/19/2020,FDK,39
01/19/2020,FFZ,879
01/19/2020,FIN,219
01/19/2020,FLG,96
01/19/2020,FLL,951
01/19/2020,FLO,24
01/19/2020,FMN,145
01/19/2020,FMY,186
01/19/2020,FNT,25
01/19/2020,FOE,20
01/19/2020,FOK,110
01/19/2020,FPR,623
01/19/2020,FRG,577
01/19/2020,FSD,122
01/19/2020,FSM,58
01/19/2020,FTG,403
01/19/2020,FTW,402
01/19/2020,FTY,84
01/19/2020,FUL,219
01/19/2020,FWA,54
01/19/2020,FWS,224
01/19/2020,FXE,522
01/19/2020,FYV,114
01/19/2020,GCK,30
01/19/2020,GCN,117
01/19/2020,GEG,150
01/19/2020,GEU,264
01/19/2020,GFK,15
01/19/2020,GGG,118
01/19/2020,GJT,90
01/19/2020,GKY,235
01/19/2020,GLH,39
01/19/2020,GLS,53
01/19/2020,GMU,169
01/19/2020,GNV,81
01/19/2020,GON,163
01/19/2020,GPI,27
01/19/2020,GPM,266
01/19/2020,GPT,70
01/19/2020,GRB,72
01/19/2020,GRI,27
01/19/2020,GRR,148
01/19/2020,GSN,268
01/19/2020,GSO,136
01/19/2020,GSP,117
01/19/2020,GTF,59
01/19/2020,GTR,156
01/19/2020,GTU,380
01/19/2020,GUM,250
01/19/2020,GYH,115
01/19/2020,GYI,337
01/19/2020,GYR,316
01/19/2020,GYY,25
01/19/2020,HEF,195
01/19/2020,HFD,29
01/19/2020,HGR,6
01/19/2020,HHR,251
01/19/2020,HIO,458
01/19/2020,HKS,20
01/19/2020,HKY,63
01/19/2020,HLG,4
01/19/2020,HLN,43
01/19/2020,HND,201
01/19/2020,HNL,842
01/19/2020,HOB,14
01/19/2020,HOU,516
01/19/2020,HPN,311
01/19/2020,HQZ,346
01/19/2020,HRL,43
01/19/2020,HSA,27
01/19/2020,HSV,111
01/19/2020,HTS,7
01/19/2020,HUF,46
01/19/2020,HUM,87
01/19/2020,HUT,150
01/19/2020,HVN,51
01/19/2020,HWD,452
01/19/2020,HWO,848
01/19/2020,HXD,52
01/19/2020,HYA,70
01/19/2020,HYI,138
01/19/2020,IAD,626
01/19/2020,IAG,4
01/19/2020,IAH,1214
01/19/2020,ICT,233
01/19/2020,IDA,35
01/19/2020,IFP,11
01/19/2020,ILG,62
01/19/2020,ILM,110
01/19/2020,IND,303
01/19/2020,INT,55
01/19/2020,IPT,6
01/19/2020,ISM,149
01/19/2020,ISO,23
01/19/2020,ISP,347
01/19/2020,ITH,15
01/19/2020,ITO,124
01/19/2020,IWA,533
01/19/2020,IXD,73
01/19/2020,JAC,69
01/19/2020,JAN,63
01/19/2020,JAX,175
01/19/2020,JEF,65
01/19/2020,JFK,1136
01/19/2020,JLN,59
01/19/2020,JNU,29
01/19/2020,JQF,199
01/19/2020,JRF,496
01/19/2020,JVL,180
01/19/2020,JXN,13
01/19/2020,KOA,208
01/19/2020,LAF,83
01/19/2020,LAL,149
01/19/2020,LAN,25
01/19/2020,LAS,1549
01/19/2020,LAW,13
01/19/2020,LAX,1659
01/19/2020,LBB,198
01/19/2020,LBE,15
01/19/2020,LCH,64
01/19/2020,LEB,46
01/19/2020,LEE,173
01/19/2020,LEX,168
01/19/2020,LFT,90
01/19/2020,LGA,657
01/19/2020,LGB,802
01/19/2020,LIH,208
01/19/2020,LIT,169
01/19/2020,LMT,42
01/19/2020,LNK,43
01/19/2020,LNS,71
01/19/2020,LOU,217
01/19/2020,LRD,81
01/19/2020,LSE,13
01/19/2020,LUK,62
01/19/2020,LVK,283
01/19/2020,LWB,8
01/19/2020,LWM,72
01/19/2020,LWS,28
01/19/2020,LYH,25
01/19/2020,LZU,212
01/19/2020,MAF,85
01/19/2020,MBS,23
01/19/2020,MCI,274
01/19/2020,MCN,34
01/19/2020,MCO,1055
01/19/2020,MDH,133
01/19/2020,MDT,72
01/19/2020,MDW,469
01/19/2020,MEI,221
01/19/2020,MEM,402
01/19/2020,MER,4
01/19/2020,MFD,4
01/19/2020,MFE,132
01/19/2020,MFR,83
01/19/2020,MGM,182
01/19/2020,MGW,51
01/19/2020,MHK,60
01/19/2020,MHR,43
01/19/2020,MHT,86
01/19/2020,MIA,1173
